primary_fuel,ORIS code,Plant Name,physical_state,Unit Number,boiler_id,Unit Type,boiler_type,MWe_capacity_MW,max_heat_input_MMBtu/hr,Boiler_Heat_Rate_Mmbtu/MWh,Fuel_types,Fuel_Conc_lb/MMBtu,Mercury - ERT_lb/MMBtu,Mercury MW - ERT_lb/MW,Mercury - ETTS_lb_MMBtu,Mercury MW - ETTS_lb/MW,Mercury - CEMS_lb_MMBtu,Mercury - Part II_lb_MMBtu,Mercury MW - Part II_lb/MW,Mercury_min_lb_MMBtu,Mercury _min lb_MW,control_group_1,control_type_1,install_date_1,control_group_2,control_type_2,install_date_2,control_group_3,control_type_3,install_date_3,control_group_4,control_type_4,install_date_4,control_group_5,control_type_5,install_date_5,control_group_6,control_type_6,install_date_6,control_group_7,control_type_7,install_date_7,control_group_8,control_type_8,install_date_8,control_group_9,control_type_9,install_date_9,control_group_10,control_type_10,install_date_10,control_group_11,control_type_11,install_date_11,control_group_12,control_type_12,install_date_12
coal,6077,Gerald Gentleman,NE,U1,1,Conventional Boiler,Wall firing - opposed firing,715,7538,10.54265734,coal - bituminous,6.63E-06,,,5.77E-06,6.08E-05,,,,5.77E-06,6.08E-05,PM control,"Fabric Filter, reverse air",1-Dec-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6181,J T Deely,TX,1,1,Conventional Boiler,Tangential firing,450,4251,9.446666667,coal - subbituminous,8.69E-06,6.44E-06,6.09E-05,,,,8.60E-06,8.12E-05,6.44E-06,6.09E-05,PM control,"Fabric Filter, reverse air",1-May-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6181,J T Deely,TX,2,2,Conventional Boiler,Tangential firing,450,4251,9.446666667,coal - subbituminous,8.69E-06,6.44E-06,6.09E-05,,,,8.60E-06,8.12E-05,6.44E-06,6.09E-05,PM control,"Fabric Filter, reverse air",1-Apr-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6077,Gerald Gentleman,NE,U2,2,Conventional Boiler,Wall firing - opposed firing,750,7538,10.05066667,coal - bituminous,5.81E-06,,,6.06E-06,6.09E-05,,,,6.06E-06,6.09E-05,PM control,"Fabric Filter, reverse air",1-May-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2828,Cardinal,OH,CD-U3,3,Conventional Boiler,Wall firing - opposed firing,650,5275,8.115384615,coal - bituminous,9.30E-06,,,7.65E-06,6.21E-05,,,,7.65E-06,6.21E-05,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Sep-77,NOx control,Selective Catalytic Reduction,1-Jan-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8066,Jim Bridger Plant Units 1-4,WY,JB3,BW73,Conventional Boiler,Tangential firing,560,5459.4,9.748928571,coal - subbituminous,,,,,,,6.41E-06,6.25E-05,6.41E-06,6.25E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Sep-76,SO2 control,Wet FGD - Tray Type,1-Sep-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3317,Dolphus M Grainger,SC,G1,1,Conventional Boiler,Wall firing - front firing,87,940,10.8045977,coal - bituminous,,,,,,,5.83E-06,6.30E-05,5.83E-06,6.30E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1058,Sixth Street,IA,Unit 3,3,Conventional Boiler,Wall firing - front firing,13.9,304,21.8705036,coal - subbituminous,,,,,,,0.000002885,6.31E-05,0.000002885,6.31E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Dec-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1241,La Cygne,KS,2,2,Conventional Boiler,Wall firing - opposed firing,685,7700,11.24087591,coal - subbituminous,6.03E-06,,,0.00000596,6.70E-05,,5.64E-06,6.34E-05,5.64E-06,6.34E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6768,Sikeston Power Station,MO,1,1,Conventional Boiler,Wall firing - opposed firing,233,2780,11.93133047,coal - subbituminous,,,,,,,0.000005404,6.45E-05,0.000005404,6.45E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Sep-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6248,Pawnee,CO,Unit 1,1,Conventional Boiler,Wall firing - opposed firing,536,5346,9.973880597,coal - subbituminous,,,,,,,0.00000647,6.45E-05,0.00000647,6.45E-05,PM control,"Fabric Filter, reverse air",1-Nov-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1010,Wabash River,IN,4,4,Conventional Boiler,Wall firing - front firing,90,923.695,10.26327778,coal - bituminous,6.75E-06,,,6.38E-06,6.54E-05,,,,6.38E-06,6.54E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Oct-93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2364,Merrimack Station,NH,mk2,2,Conventional Boiler,Cyclone firing,337,3017,8.952522255,coal - bituminous,4.36E-06,,,0.00000758,6.79E-05,,,,0.00000758,6.79E-05,NOx control,Selective Catalytic Reduction,1-May-95,Other control,Activated carbon injection,,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Nov-99,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-May-68,,,,,,,,,,,,,,,,,,,,,,,,
coal,8023,Columbia,WI,Unit 1,1,Conventional Boiler,Tangential firing,590.3,6090,10.31678807,coal - subbituminous,,,,,,,0.00000669,6.90E-05,0.00000669,6.90E-05,PM control,"Electrostatic precipitator, hot side, w/ flue gas conditioning",1-Mar-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4072,Pulliam,WI,8,8,Conventional Boiler,Wall firing - rear firing,137.9,1510,10.94996374,coal - subbituminous,6.22E-06,,,6.31E-06,6.91E-05,,6.79E-06,7.44E-05,6.31E-06,6.91E-05,Other control,Activated carbon injection,,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Dec-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3319,Jefferies,SC,J3,3,Conventional Boiler,Wall firing - front firing,164,1780,10.85365854,coal - bituminous,,,,,,,6.52E-06,7.07E-05,6.52E-06,7.07E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Apr-77,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1831,Otto E. Eckert Station,MI,002,EUBoiler2,Conventional Boiler,Tangential firing,38,522,13.73684211,"coal - bituminous, subbituminous",,,,,,,0.00000519,7.13E-05,0.00000519,7.13E-05,PM control,"Electrostatic precipitator, unspecified",1-Jan-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6254,Ottumwa,IA,Unit 1,1,Conventional Boiler,Tangential firing,765.1,7990,10.44307934,coal - subbituminous,,,,,,,0.00000684,7.14E-05,0.00000684,7.14E-05,PM control,"Electrostatic precipitator, hot side, w/ flue gas conditioning",1-May-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1393,RS Nelson,LA,001,6,Conventional Boiler,Tangential firing,580,5761,9.932758621,coal - bituminous,7.58E-06,7.27E-06,7.22E-05,,,,,,7.27E-06,7.22E-05,PM control,"Electrostatic precipitator, unspecified",1-May-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,165,GRDA,OK,1,1,Conventional Boiler,Wall firing - opposed firing,540,5131,9.501851852,coal - subbituminous,,,,,,,7.62E-06,7.24E-05,7.62E-06,7.24E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,56319,Wygen 2,WY,WYG2Cfg,0001,Conventional Boiler,Wall firing - front firing,96,1300,13.54166667,coal - subbituminous,5.62E-06,,,5.91E-06,8.01E-05,5.36E-06,,,5.36E-06,7.26E-05,NOx control,Selective Catalytic Reduction,1-Jan-08,SO2 control,Dry FGD - Spray Dryer,1-Jan-08,PM control,"Fabric Filter, pulse",1-Jan-08,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1943,Hoot Lake,MN,2,002,Conventional Boiler,Tangential firing,60.7,747.2,12.30971993,coal - subbituminous,3.36E-06,5.91E-06,7.28E-05,,,,,,5.91E-06,7.28E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,6664,Louisa,IA,101,101,Conventional Boiler,Wall firing - unspecified,805,8624,10.71304348,coal - subbituminous,1.43E-06,6.90E-06,7.40E-05,,,,,,6.90E-06,7.40E-05,SO2 control,Dry FGD - Circulating Dry Scrubber,1-Dec-07,PM control,"Fabric Filter, pulse",1-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,165,GRDA,OK,2,2,Conventional Boiler,Wall firing - opposed firing,580,5296,9.131034483,coal - subbituminous,,,,,,,8.31E-06,7.59E-05,8.31E-06,7.59E-05,SO2 control,Dry FGD - Spray Dryer,1-Oct-86,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Oct-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3942,Albright Power Station,WV,Unit_2,2,Conventional Boiler,Wall firing - unspecified,81,643,7.938271605,coal - bituminous,2.67E-05,,,9.58E-06,7.61E-05,,,,9.58E-06,7.61E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2836,Avon Lake,OH,AL12-2,12,Conventional Boiler,Wall firing - opposed firing,680,6581,9.677941176,"coal - subbituminous, bituminous",,,,,,,8.27E-06,0.00008,8.27E-06,8.00E-05,NOx control,Selective Noncatalytic Reduction,1-Jun-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1831,Otto E. Eckert Station,MI,003,EUBoiler3,Conventional Boiler,Tangential firing,40,522,13.05,"coal - bituminous, subbituminous",,,,,,,0.00000623,8.13E-05,0.00000623,8.13E-05,PM control,"Electrostatic precipitator, unspecified",1-Jan-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,465,Arapahoe,CO,Unit 4,4,Conventional Boiler,Vertical firing,118,1709.4,14.48644068,coal - subbituminous,,,,,,,0.00000569,8.24E-05,0.00000569,8.24E-05,SO2 control,Dry FGD - Sorbent Injection,1-Jun-93,PM control,"Fabric Filter, reverse air",1-Apr-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4078,Weston,WI,W2,2,Conventional Boiler,Wall firing - front firing,88.9,1000,11.24859393,coal - subbituminous,,,,,,,0.0000074,8.32E-05,0.0000074,8.32E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jan-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4072,Pulliam,WI,4,4,Conventional Boiler,Wall firing - rear firing,31.3,444,14.18530351,coal - subbituminous,,,,,,,5.88E-06,8.35E-05,5.88E-06,8.35E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jan-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,981,State Line,IN,Unit 3,3,Conventional Boiler,Tangential firing,216,2380,11.01851852,coal - bituminous,7.06E-06,,,7.70E-06,8.49E-05,,,,7.70E-06,8.49E-05,PM control,"Fabric Filter, pulse",1-Jan-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2080,Montrose,MO,2,2,Conventional Boiler,Tangential firing,188,2130,11.32978723,coal - subbituminous,,,,,,,0.000007565,8.57E-05,0.000007565,8.57E-05,Other control,Other (specify): SO3 injection for Opacity control.,1-May-93,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,60,Whelan Energy Center Unit 1 (WEC1),NE,1,1,Conventional Boiler,Tangential firing,83.6,845.1,10.10885167,coal - subbituminous,6.25E-06,,,8.77E-06,8.86E-05,,,,8.77E-06,8.86E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4078,Weston,WI,W1,1,Conventional Boiler,Wall firing - front firing,63.6,858,13.49056604,coal - subbituminous,,,,,,,0.0000067,9.04E-05,0.0000067,9.04E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jan-71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3152,Sunbury Generation LP,PA,Boiler1B,1B,Conventional Boiler,Arch firing,40,525,13.125,coal - bituminous,,,,,,,6.90E-06,9.05E-05,6.90E-06,9.05E-05,PM control,"Fabric Filter, reverse air",1-Jun-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3152,Sunbury Generation LP,PA,Boiler 1A,1A,Conventional Boiler,Arch firing,40,525,13.125,"coal - bituminous, petroleum coke",,,,,,,6.90E-06,9.05E-05,6.90E-06,9.05E-05,PM control,"Fabric Filter, reverse air",1-Jun-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2080,Montrose,MO,3,3,Conventional Boiler,Tangential firing,188,2250,11.96808511,coal - subbituminous,,,,,,,0.000007565,9.05E-05,0.000007565,9.05E-05,Other control,Other (specify): SO3 injection for opacity control.,1-May-93,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1104,Burlington,IA,Unit 1,1,Conventional Boiler,Tangential firing,212.02,2228,10.5084426,coal - subbituminous,,,,,,,0.00000908,9.54E-05,0.00000908,9.54E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jun-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4072,Pulliam,WI,3,3,Conventional Boiler,Wall firing - rear firing,26.6,432,16.2406015,coal - subbituminous,,,,,,,5.88E-06,9.55E-05,5.88E-06,9.55E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jan-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3152,Sunbury Generation LP,PA,Boiler 2A,2A,Conventional Boiler,Arch firing,40,525,13.125,coal - bituminous,,,,,,,7.34E-06,9.63E-05,7.34E-06,9.63E-05,PM control,"Fabric Filter, reverse air",1-Jun-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4072,Pulliam,WI,7,7,Conventional Boiler,Wall firing - rear firing,87.7,999,11.39110604,coal - subbituminous,,,,,,,8.57E-06,9.77E-05,8.57E-06,9.77E-05,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Nov-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1058,Sixth Street,IA,Unit 2,2,Conventional Boiler,Wall firing - front firing,13.3,304,22.85714286,coal - subbituminous,,,,,,,0.0000043,9.83E-05,0.0000043,9.83E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,1218,Fair Station,IA,U1,1,Conventional Boiler,Wall firing - front firing,24.5,330,13.46938776,coal - bituminous,,,,,,,0.0000073,9.83E-05,0.0000073,9.83E-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Nov-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4072,Pulliam,WI,6,6,Conventional Boiler,Wall firing - rear firing,73.7,875,11.8724559,coal - subbituminous,,,,,,,8.61E-06,0.000102182,8.61E-06,1.02E-04,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Nov-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,7253,Richard Gorsuch,OH,UNIT3,3,Conventional Boiler,Radiant,53.3,553,10.37523452,coal - bituminous,1.66E-05,,,1.01E-05,0.000104306,,,,1.01E-05,1.04E-04,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jun-72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8,Gorgas,AL,Unit 10,10,Conventional Boiler,Tangential firing,720,6523.794,9.060825,coal - bituminous,,,,,,,1.15E-05,0.000104316,1.15E-05,1.04E-04,NOx control,Selective Catalytic Reduction,1-May-02,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Oct-72,SO2 control,Wet FGD - Spray Type,1-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2080,Montrose,MO,1,1,Conventional Boiler,Tangential firing,188,2140,11.38297872,coal - subbituminous,,,,,,,0.000009168,0.000104359,0.000009168,1.04E-04,Other control,Other (specify): SO3 injection for Opacity control.,1-May-93,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8,Gorgas,AL,Unit 8,8,Conventional Boiler,Tangential firing,175,1600.89725,9.147984286,coal - bituminous,,,,,,,1.15E-05,0.00010532,1.15E-05,1.05E-04,PM control,"Electrostatic precipitator, hot side, w/ flue gas conditioning",1-Jun-72,SO2 control,Wet FGD - Spray Type,1-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,8,Gorgas,AL,Unit 9,9,Conventional Boiler,Tangential firing,185,1738.62475,9.397971621,coal - bituminous,,,,,,,1.15E-05,0.000108198,1.15E-05,1.08E-04,PM control,"Electrostatic precipitator, hot side, w/ flue gas conditioning",1-Jun-72,SO2 control,Wet FGD - Spray Type,1-Dec-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,4072,Pulliam,WI,5,5,Conventional Boiler,Wall firing - rear firing,53.63,693,12.92187209,coal - subbituminous,,,,,,,8.61E-06,0.000111214,8.61E-06,1.11E-04,PM control,"Electrostatic precipitator, cold side, w/ flue gas conditioning",1-Jan-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3942,Albright Power Station,WV,Unit_1,1,Conventional Boiler,Wall firing - unspecified,81,786,9.703703704,coal - bituminous,1.70E-05,,,1.15E-05,0.000111269,,,,1.15E-05,1.11E-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2840,Conesville,OH,CV-3,3,Conventional Boiler,Wall firing - front firing,165,1862,11.28484848,coal - bituminous,1.21E-05,,,1.16E-05,0.00013119,,,,1.16E-05,1.31E-04,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2848,O H Hutchings,OH,H-5,H-5,Conventional Boiler,Tangential firing,63,641,10.17460317,coal - bituminous,,,,,,,0.00001395,0.000141936,0.00001395,1.42E-04,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jan-73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,2732,Riverbend,NC,7,7,Conventional Boiler,Tangential firing,99.5,1059,10.64321608,coal - bituminous,9.36E-06,,,1.54E-05,0.000164393,,,,1.54E-05,1.64E-04,NOx control,Selective Noncatalytic Reduction,1-Feb-07,PM control,"Electrostatic precipitator, hot side, w/o flue gas conditioning",1-Jan-95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3138,New Castle Plant,PA,NC3-2,3,Conventional Boiler,Wall firing - front firing,98,1025,10.45918367,coal - bituminous,,,,,,,0.00001606,0.000167974,0.00001606,1.68E-04,NOx control,Selective Noncatalytic Reduction,1-Apr-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jan-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3131,Shawville,PA,SHAW3-2,3,Conventional Boiler,Tangential firing,188,1794,9.542553191,coal - bituminous,3.72E-05,2.99E-05,0.000285692,,,,,,2.99E-05,2.86E-04,NOx control,Selective Noncatalytic Reduction,1-May-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-59,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-77,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3131,Shawville,PA,SHAW4-2,4,Conventional Boiler,Tangential firing,188,1794,9.542553191,coal - bituminous,3.72E-05,2.99E-05,0.000285692,,,,,,2.99E-05,2.86E-04,NOx control,Selective Noncatalytic Reduction,1-May-05,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Jun-60,PM control,"Electrostatic precipitator, cold side, w/o flue gas conditioning",1-Mar-77,,,,,,,,,,,,,,,,,,,,,,,,,,,
coal,3152,Sunbury Generation LP,PA,Boiler 2B,2B,Conventional Boiler,Arch firing,40,525,13.125,coal - bituminous,,,,,,,2.87E-05,0.000376962,2.87E-05,3.77E-04,PM control,"Fabric Filter, reverse air",1-Jun-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
